ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
2012_s_at	0.7599	0.5814557	0.578661	-6.264	0.230041	PRKDC	protein kinase, DNA-activated, catalytic polypeptide
39113_at	0.7599	0.58152504	-0.578552	-6.26406	-0.194749	PDIA4	protein disulfide isomerase family A member 4
36813_at	0.7599	0.58164007	0.578372	-6.26417	0.415835	TRIP13	thyroid hormone receptor interactor 13
39574_at	0.7599	0.58170738	0.578266	-6.26424	0.29043	SEMA4F	ssemaphorin 4F
33773_at	0.7599	0.58171455	-0.578255	-6.26425	-0.323055	MLLT10	myeloid/lymphoid or mixed-lineage leukemia; translocated to, 10
1521_at	0.7599	0.58171631	0.578252	-6.26425	0.24469	NME1	NME/NM23 nucleoside diphosphate kinase 1
1106_s_at	0.76	0.58186408	-0.57802	-6.26439	-0.201033	TRAC///TRAJ17///TRAV20///TRDV2	T-cell receptor alpha constant///T cell receptor alpha joining 17///T cell receptor alpha variable 20///T cell receptor delta variable 2
1969_s_at	0.7602	0.58217541	0.577532	-6.26469	0.279425	CDK7	cyclin dependent kinase 7
553_g_at	0.7602	0.58218352	0.57752	-6.2647	0.178097	ARHGAP1	Rho GTPase activating protein 1
37308_at	0.7602	0.58218608	0.577516	-6.2647	0.191477	GPR107	G protein-coupled receptor 107
830_at	0.7602	0.58221475	0.577471	-6.26473	0.387336	VAC14	Vac14, PIKFYVE complex component
37600_at	0.7607	0.5827943	-0.576563	-6.26529	-0.375811	ECM1	extracellular matrix protein 1
554_at	0.7607	0.58282053	0.576522	-6.26531	0.415875	AKAP13	A-kinase anchoring protein 13
36913_at	0.7607	0.58282987	0.576507	-6.26532	0.219878	SLBP	stem-loop binding protein
35161_at	0.7607	0.58292412	-0.57636	-6.26541	-0.47435	UBOX5	U-box domain containing 5
1424_s_at	0.7607	0.58303528	-0.576186	-6.26552	-0.189417	YWHAH	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein eta
41531_at	0.7607	0.58305593	0.576153	-6.26554	0.215285	TM4SF1	transmembrane 4 L six family member 1
40065_s_at	0.7607	0.58308299	0.576111	-6.26556	0.483089	DLG1	discs large MAGUK scaffold protein 1
31842_at	0.7607	0.58309867	0.576086	-6.26558	0.345278	BCS1L	BCS1 homolog, ubiquinol-cytochrome c reductase complex chaperone
34346_at	0.7607	0.58317792	0.575962	-6.26565	0.204864	PRKAG1	protein kinase AMP-activated non-catalytic subunit gamma 1
37599_at	0.761	0.58347081	0.575504	-6.26594	0.230667	AOX1	aldehyde oxidase 1
37769_at	0.761	0.58353811	-0.575399	-6.266	-0.301879	LPAR2	lysophosphatidic acid receptor 2
41802_at	0.7612	0.58372189	-0.575111	-6.26618	-0.464786	C11orf80	chromosome 11 open reading frame 80
34211_at	0.7614	0.58398396	0.574701	-6.26643	0.451957	SUPT20H	SPT20 homolog, SAGA complex component
38274_at	0.7614	0.58400787	0.574664	-6.26645	0.203007	TMEM115	transmembrane protein 115
33733_at	0.7617	0.58428863	-0.574225	-6.26672	-0.283943	ABCG2	ATP binding cassette subfamily G member 2 (Junior blood group)
36920_at	0.7618	0.58439857	0.574053	-6.26683	0.718733	MTM1	myotubularin 1
814_s_at	0.7618	0.58449852	-0.573896	-6.26692	-0.679838		
40784_at	0.7618	0.58460018	0.573737	-6.26702	0.49189	PPP2R5C	protein phosphatase 2 regulatory subunit B'gamma
38510_at	0.7618	0.58461844	0.573709	-6.26704	0.369903	IRAK3	interleukin 1 receptor associated kinase 3
37062_at	0.7621	0.58485836	-0.573334	-6.26726	-0.548772	GABRA2	gamma-aminobutyric acid type A receptor alpha2 subunit
41551_at	0.7621	0.58498287	0.573139	-6.26738	0.231351	RER1	retention in endoplasmic reticulum sorting receptor 1
39682_at	0.7623	0.58517808	0.572834	-6.26757	0.528454	SCNN1B	sodium channel epithelial 1 beta subunit
38130_s_at	0.7631	0.58586758	-0.571757	-6.26823	-0.41208	GK3P///GK2///GK	glycerol kinase 3 pseudogene///glycerol kinase 2///glycerol kinase
40091_at	0.7631	0.58597627	0.571588	-6.26833	0.317633	BCL6	B-cell CLL/lymphoma 6
1417_at	0.7631	0.58602589	0.57151	-6.26838	0.470953		
36234_at	0.7631	0.58604715	-0.571477	-6.2684	-0.301226	SNORD10///SNORA48///SNORA67///EIF4A1	small nucleolar RNA, C/D box 10///small nucleolar RNA, H/ACA box 48///small nucleolar RNA, H/ACA box 67///eukaryotic translation initiation factor 4A1
36564_at	0.7633	0.58628545	0.571105	-6.26862	0.233062	RNF19B	ring finger protein 19B
35942_at	0.7633	0.586302	-0.571079	-6.26864	-0.352998	FLJ10038///GABPB1	uncharacterized protein FLJ10038///GA binding protein transcription factor beta subunit 1
32478_f_at	0.7633	0.58634646	0.57101	-6.26868	0.229333	SUMO4	small ubiquitin-like modifier 4
39507_at	0.7636	0.58664506	0.570544	-6.26897	0.219212	OGT	O-linked N-acetylglucosamine (GlcNAc) transferase
31921_at	0.7636	0.58673343	-0.570406	-6.26905	-0.226066	OR2F1	olfactory receptor family 2 subfamily F member 1 (gene/pseudogene)
38864_at	0.7638	0.58693431	0.570093	-6.26924	0.209004	NFATC2IP	nuclear factor of activated T-cells 2 interacting protein
1323_at	0.7639	0.58707698	0.56987	-6.26938	0.182807	UBB	ubiquitin B
1188_g_at	0.7639	0.5871342	0.569781	-6.26943	0.348288	LIG3	DNA ligase 3
37742_at	0.7639	0.58720233	-0.569675	-6.26949	-0.239727	TMPPE///GLB1	transmembrane protein with metallophosphoesterase domain///galactosidase beta 1
852_at	0.7641	0.58738317	0.569393	-6.26967	0.451306	ITGB3	integrin subunit beta 3
33074_g_at	0.7642	0.58752315	-0.569175	-6.2698	-0.3051	PAK3	p21 (RAC1) activated kinase 3
894_g_at	0.7644	0.58776499	-0.568798	-6.27003	-0.173428	UBE2S	ubiquitin conjugating enzyme E2 S
37149_s_at	0.7644	0.58786288	0.568645	-6.27012	0.363229	LTF	lactotransferrin
38329_at	0.7644	0.58789787	-0.568591	-6.27015	-0.50418	SLC25A13	solute carrier family 25 member 13
37332_r_at	0.7652	0.58858139	-0.567526	-6.2708	-0.257944	ALDH4A1	aldehyde dehydrogenase 4 family member A1
32174_at	0.7652	0.58859636	0.567503	-6.27081	0.28059	SLC9A3R1	SLC9A3 regulator 1
34596_at	0.7652	0.58866803	-0.567391	-6.27088	-0.429612	CSN3	casein kappa
36068_at	0.7657	0.58907848	0.566752	-6.27127	0.365642	CCS	copper chaperone for superoxide dismutase
509_at	0.7659	0.58946079	0.566157	-6.27163	0.299821	SMAD4	SMAD family member 4
38557_at	0.7659	0.58947219	-0.566139	-6.27164	-0.776604	NCAM2	neural cell adhesion molecule 2
31422_at	0.7659	0.5895236	-0.566059	-6.27168	-0.424988	KRT37	keratin 37
1901_s_at	0.7659	0.58959621	-0.565947	-6.27175	-0.235576	ERBB2	erb-b2 receptor tyrosine kinase 2
1166_at	0.7659	0.58960953	0.565926	-6.27177	0.169452	PSMD2	proteasome 26S subunit, non-ATPase 2
38189_s_at	0.7659	0.58962575	-0.565901	-6.27178	-0.398506	DEPDC5	DEP domain containing 5
41692_at	0.7659	0.58972933	-0.565739	-6.27188	-0.22808	SYNJ1	synaptojanin 1
1688_s_at	0.7659	0.58988453	-0.565498	-6.27202	-0.383342	MNAT1	MNAT1, CDK activating kinase assembly factor
AFFX-ThrX-3_at	0.7659	0.58989099	-0.565488	-6.27203	-0.33932		
35706_at	0.7659	0.58989106	0.565488	-6.27203	0.626563	NR1D2	nuclear receptor subfamily 1 group D member 2
38668_at	0.7662	0.59016735	-0.565058	-6.27229	-0.300107	GPATCH8	G-patch domain containing 8
35349_at	0.7664	0.5903935	-0.564707	-6.2725	-0.219566	COPS3	COP9 signalosome subunit 3
40851_r_at	0.7667	0.59063988	0.564324	-6.27273	0.456015	SEC23B	Sec23 homolog B, coat complex II component
38735_at	0.7667	0.59076492	-0.564129	-6.27285	-0.175513	KIAA0513	KIAA0513
32760_at	0.7668	0.59086522	-0.563974	-6.27294	-0.540507	SEMG1	semenogelin I
39410_at	0.7668	0.5910483	0.563689	-6.27311	0.67764	ASAP2	ArfGAP with SH3 domain, ankyrin repeat and PH domain 2
36498_at	0.7668	0.59110328	-0.563604	-6.27316	-0.363161	AP1S1	adaptor related protein complex 1 sigma 1 subunit
40607_at	0.7668	0.5911552	0.563523	-6.27321	0.291099	DPYSL2	dihydropyrimidinase like 2
1036_at	0.7668	0.59120357	-0.563448	-6.27326	-0.427327	IL15	interleukin 15
39863_at	0.7668	0.59123622	0.563397	-6.27329	0.248496	ZNF646	zinc finger protein 646
37387_r_at	0.7668	0.59124009	-0.563391	-6.27329	-0.170813	KDELR1	KDEL endoplasmic reticulum protein retention receptor 1
2089_s_at	0.7671	0.59148372	0.563013	-6.27352	0.426293	ERBB3	erb-b2 receptor tyrosine kinase 3
36321_at	0.7672	0.59167923	-0.562709	-6.2737	-0.476243	TTTY15	testis-specific transcript, Y-linked 15 (non-protein coding)
34790_at	0.7673	0.59176044	-0.562583	-6.27378	-0.21661	ACAT2	acetyl-CoA acetyltransferase 2
35463_at	0.7674	0.59191869	-0.562338	-6.27393	-0.318228	HESX1	HESX homeobox 1
37570_at	0.7674	0.59199267	-0.562223	-6.27399	-0.439145	ARL2-SNX15///SNX15	ARL2-SNX15 readthrough (NMD candidate)///sorting nexin 15
41664_at	0.7674	0.59212305	-0.56202	-6.27412	-0.221957	TIMM44	translocase of inner mitochondrial membrane 44
39496_s_at	0.7674	0.59213002	-0.56201	-6.27412	-0.29441	RNFT2	ring finger protein, transmembrane 2
37443_at	0.7674	0.59220294	0.561896	-6.27419	0.396937	TRMU	tRNA 5-methylaminomethyl-2-thiouridylate methyltransferase
40197_at	0.7675	0.59230153	0.561743	-6.27428	0.339057	CTDSPL	CTD small phosphatase like
269_at	0.7677	0.59251863	0.561407	-6.27448	0.576035	OASL	2'-5'-oligoadenylate synthetase like
35477_at	0.7677	0.59257925	-0.561313	-6.27454	-0.413317	ZNF79	zinc finger protein 79
40905_s_at	0.7678	0.5927203	0.561094	-6.27467	0.387581	PRPF31	pre-mRNA processing factor 31
37002_at	0.7678	0.59275272	-0.561044	-6.2747	-0.20271	BLVRB	biliverdin reductase B
1933_g_at	0.7678	0.59290044	-0.560814	-6.27484	-0.25054	ABCC5	ATP binding cassette subfamily C member 5
1393_at	0.7678	0.59290809	-0.560803	-6.27485	-0.389152	OCM2	oncomodulin 2
35504_at	0.7679	0.5931443	-0.560436	-6.27507	-0.291213	ARID1A	AT-rich interaction domain 1A
1702_at	0.7679	0.59320002	-0.56035	-6.27512	-0.682763	IL2RA	interleukin 2 receptor subunit alpha
35987_g_at	0.7679	0.59320891	-0.560336	-6.27513	-0.182482	KAT8	lysine acetyltransferase 8
41619_at	0.7679	0.59322379	-0.560313	-6.27514	-0.193491	IRF6	interferon regulatory factor 6
34786_at	0.768	0.59336072	0.560101	-6.27527	0.613491	KDM3A	lysine demethylase 3A
33304_at	0.768	0.5934168	0.560014	-6.27532	0.63636	ISG20	interferon stimulated exonuclease gene 20
367_at	0.768	0.59350951	0.55987	-6.2754	0.330142	NEK3	NIMA related kinase 3
34818_at	0.768	0.59352781	0.559842	-6.27542	0.341345	ETV5	ETS variant 5
691_g_at	0.7684	0.59395499	0.55918	-6.27582	0.212574	P4HB	prolyl 4-hydroxylase subunit beta
31370_at	0.7693	0.59476915	-0.557919	-6.27657	-0.268797		
40080_at	0.7693	0.59479909	-0.557873	-6.2766	-0.265854	EMC1	ER membrane protein complex subunit 1
36892_at	0.7693	0.59483347	0.55782	-6.27663	0.433538	ITGA7	integrin subunit alpha 7
31623_f_at	0.7693	0.5948868	-0.557737	-6.27668	-0.309	MT1A	metallothionein 1A
1124_at	0.7695	0.59506297	0.557464	-6.27684	0.18639	KMT2A	lysine methyltransferase 2A
41665_at	0.7695	0.59519992	0.557252	-6.27697	0.198304	PCF11	PCF11 cleavage and polyadenylation factor subunit
40730_at	0.7695	0.5952279	-0.557209	-6.27699	-0.39445	PNOC	prepronociceptin
35026_f_at	0.7699	0.59556079	0.556694	-6.2773	0.333077	ZNF273	zinc finger protein 273
1184_at	0.7705	0.59616413	0.555761	-6.27785	0.261566	MIR7703///PSME2	microRNA 7703///proteasome activator subunit 2
37786_at	0.7705	0.59618324	0.555732	-6.27787	0.258433	MARCH3	membrane associated ring-CH-type finger 3
1206_at	0.7706	0.59632425	-0.555514	-6.278	-0.355931	CDK5	cyclin dependent kinase 5
33124_at	0.7706	0.59637694	0.555432	-6.27805	0.215661	VRK2	vaccinia related kinase 2
41292_at	0.7707	0.59651755	0.555215	-6.27818	0.244037	HNRNPH1	heterogeneous nuclear ribonucleoprotein H1 (H)
39407_at	0.7708	0.59665612	0.555001	-6.27831	0.543668	BMP1	bone morphogenetic protein 1
36575_at	0.771	0.59684868	0.554703	-6.27848	0.717332	RGS1	regulator of G-protein signaling 1
35386_at	0.771	0.59689389	0.554633	-6.27852	0.36902	ACHE	acetylcholinesterase (Cartwright blood group)
33534_at	0.7718	0.59758672	0.553563	-6.27916	0.377344	ESM1	endothelial cell specific molecule 1
41039_at	0.7718	0.59770843	0.553376	-6.27927	0.287577	TTLL1	tubulin tyrosine ligase like 1
37309_at	0.7718	0.59780827	0.553221	-6.27936	0.187679	RHOA	ras homolog family member A
39783_at	0.7718	0.59780869	0.553221	-6.27936	0.360627	KIAA0100	KIAA0100
36024_at	0.7719	0.59795357	-0.552997	-6.27949	-0.44399	PRR4	proline rich 4 (lacrimal)
34791_at	0.7719	0.597979	0.552958	-6.27952	0.182071	SNORA29///TCP1	small nucleolar RNA, H/ACA box 29///t-complex 1
1195_s_at	0.7719	0.59813885	-0.552711	-6.27966	-0.227909	ITGB1BP1	integrin subunit beta 1 binding protein 1
31978_at	0.7719	0.59815571	-0.552685	-6.27968	-0.533245	KIF25	kinesin family member 25
34936_at	0.7719	0.59818642	-0.552638	-6.2797	-0.349259	SLC4A7	solute carrier family 4 member 7
31670_s_at	0.7719	0.59825599	0.552531	-6.27977	0.217673	SRP72	signal recognition particle 72
41456_at	0.772	0.59834959	0.552386	-6.27985	0.432352	GATB	glutamyl-tRNA amidotransferase subunit B
37457_at	0.7723	0.59873048	-0.551799	-6.2802	-0.427238	LRRTM2	leucine rich repeat transmembrane neuronal 2
33464_at	0.7723	0.59878496	0.551715	-6.28025	0.300557		
724_at	0.7723	0.59885352	0.551609	-6.28031	0.374935	GRK3	G protein-coupled receptor kinase 3
39676_at	0.7723	0.598868	0.551587	-6.28033	0.386658	MYF6	myogenic factor 6
40567_at	0.7724	0.59894813	0.551463	-6.2804	0.225434	TUBA1A	tubulin alpha 1a
37438_at	0.7725	0.59918864	0.551092	-6.28062	0.612349	CCP110	centriolar coiled-coil protein 110
40787_at	0.7725	0.59933386	0.550868	-6.28075	0.171285	WIPF2	WAS/WASL interacting protein family member 2
38402_at	0.7725	0.59934596	0.55085	-6.28076	0.282282	LAMP2	lysosomal associated membrane protein 2
37264_at	0.7725	0.59935264	-0.550839	-6.28077	-0.204854	LOC100506639///ZNF131	uncharacterized LOC100506639///zinc finger protein 131
37594_at	0.7725	0.59940078	-0.550765	-6.28081	-0.349892	BHMT	betaine--homocysteine S-methyltransferase
35235_at	0.7725	0.5994337	0.550714	-6.28084	0.313109	RECK	reversion inducing cysteine rich protein with kazal motifs
35106_at	0.7726	0.59960006	-0.550458	-6.28099	-0.325355	CCIN	calicin
35308_at	0.7726	0.59963939	0.550397	-6.28103	0.293011	URM1	ubiquitin related modifier 1
32722_at	0.7727	0.59976251	0.550208	-6.28114	0.41255	ARG2	arginase 2
35837_at	0.7727	0.59979664	-0.550155	-6.28117	-0.551012	SCRG1	stimulator of chondrogenesis 1
40158_r_at	0.7727	0.59990648	0.549986	-6.28127	0.511886	MYL1	myosin light chain 1
34856_at	0.7729	0.60007262	-0.54973	-6.28142	-0.514216	DKK3	dickkopf WNT signaling pathway inhibitor 3
35780_at	0.7729	0.60020548	-0.549525	-6.28154	-0.218441	OBSL1	obscurin like 1
36035_at	0.7729	0.60020957	0.549519	-6.28154	0.278507	GPAA1	glycosylphosphatidylinositol anchor attachment 1
545_g_at	0.7729	0.60031833	-0.549352	-6.28164	-0.376147	NFKB2	nuclear factor kappa B subunit 2
41347_at	0.773	0.60039746	0.54923	-6.28171	0.272516	IRX5	iroquois homeobox 5
38091_at	0.7734	0.60086477	-0.54851	-6.28214	-0.205951	LGALS9	galectin 9
36642_at	0.7734	0.60089401	-0.548465	-6.28216	-0.224619	PGA4///PGA3///PGA5	pepsinogen 4, group I (pepsinogen A)///pepsinogen 3, group I (pepsinogen A)///pepsinogen 5, group I (pepsinogen A)
40259_at	0.7734	0.60095612	-0.54837	-6.28222	-0.381961	RBFOX2	RNA binding protein, fox-1 homolog 2
40154_at	0.7734	0.60096792	-0.548352	-6.28223	-0.238836	ARPC4-TTLL3///TTLL3///ARPC4	ARPC4-TTLL3 readthrough///tubulin tyrosine ligase like 3///actin related protein 2/3 complex subunit 4
32062_at	0.7734	0.60117223	-0.548037	-6.28241	-0.481594	LRRC14	leucine rich repeat containing 14
37603_at	0.7734	0.60118655	-0.548015	-6.28243	-0.420732	IL1RN	interleukin 1 receptor antagonist
37571_at	0.7734	0.60121813	0.547967	-6.28245	0.513569	DOCK9	dedicator of cytokinesis 9
33519_at	0.7734	0.60124027	-0.547932	-6.28247	-0.315779	ADH6	alcohol dehydrogenase 6 (class V)
1803_at	0.7735	0.6014095	0.547672	-6.28263	0.332458	CDK1	cyclin dependent kinase 1
35381_at	0.7735	0.60145776	0.547598	-6.28267	0.225439	RTEL1	regulator of telomere elongation helicase 1
162_at	0.7736	0.60158043	0.547409	-6.28278	0.190554	USP11	ubiquitin specific peptidase 11
33014_at	0.7736	0.60164625	0.547308	-6.28284	0.243107	MAFK	MAF bZIP transcription factor K
41136_s_at	0.7736	0.60164844	-0.547305	-6.28284	-0.381451	APP	amyloid beta precursor protein
39040_at	0.7737	0.60184683	-0.546999	-6.28302	-0.248185	UBE2J1	ubiquitin conjugating enzyme E2 J1
39525_at	0.7737	0.60191264	0.546898	-6.28308	0.3829	PLEKHB2	pleckstrin homology domain containing B2
1229_at	0.7741	0.60225095	-0.546378	-6.28338	-0.269987	MTMR11	myotubularin related protein 11
41721_at	0.7741	0.60231868	-0.546274	-6.28345	-0.440564	KLK2	kallikrein related peptidase 2
38148_at	0.7744	0.60265971	-0.54575	-6.28375	-0.21055	CRY1	cryptochrome circadian clock 1
31350_at	0.7744	0.6026916	-0.545701	-6.28378	-0.329141	OR10H3	olfactory receptor family 10 subfamily H member 3
38169_s_at	0.7746	0.60285184	-0.545455	-6.28392	-0.395346	SLC7A2	solute carrier family 7 member 2
36651_at	0.7747	0.60317869	-0.544953	-6.28422	-0.198087	ACP2	acid phosphatase 2, lysosomal
38678_at	0.7747	0.60320571	-0.544911	-6.28424	-0.243788	SNRPE	small nuclear ribonucleoprotein polypeptide E
33665_s_at	0.7747	0.60322718	0.544878	-6.28426	0.484682	CSF2RA	colony stimulating factor 2 receptor alpha subunit
34558_at	0.7747	0.60324263	0.544854	-6.28428	0.252756	OPRL1	opioid related nociceptin receptor 1
35724_at	0.7747	0.60327514	0.544805	-6.2843	0.3338	PIR	pirin
38112_g_at	0.7747	0.60330227	-0.544763	-6.28433	-0.311347	VCAN	versican
1496_at	0.7747	0.60343462	0.54456	-6.28445	0.191467	PTPRA	protein tyrosine phosphatase, receptor type A
35176_at	0.7749	0.60362613	-0.544266	-6.28462	-0.222223	DPAGT1	dolichyl-phosphate N-acetylglucosaminephosphotransferase 1
35928_at	0.7749	0.60371301	0.544132	-6.2847	0.340094	TPO	thyroid peroxidase
32431_at	0.7749	0.60379041	-0.544013	-6.28477	-0.305424	ZP2	zona pellucida glycoprotein 2
34721_at	0.7749	0.60380486	0.543991	-6.28478	0.477629	FKBP5	FK506 binding protein 5
38729_at	0.775	0.60392464	-0.543807	-6.28489	-0.165002	FKBP4	FK506 binding protein 4
33609_at	0.7751	0.60411285	-0.543519	-6.28505	-0.172241	LY6G6F///LY6G6D	lymphocyte antigen 6 complex, locus G6F///lymphocyte antigen 6 complex, locus G6D
34799_at	0.7751	0.60415152	0.543459	-6.28509	0.438957	IFT20	intraflagellar transport 20
35251_at	0.7752	0.60443124	0.54303	-6.28534	0.212549	HIVEP1	human immunodeficiency virus type I enhancer binding protein 1
1705_s_at	0.7752	0.60451205	-0.542906	-6.28541	-0.413293	RARB	retinoic acid receptor beta
32678_at	0.7752	0.60453402	0.542872	-6.28543	0.485483	MYO5A	myosin VA
36298_at	0.7752	0.60455668	-0.542838	-6.28545	-0.24375	PRPH	peripherin
38503_at	0.7752	0.60457281	-0.542813	-6.28546	-0.338272	ALDH1B1	aldehyde dehydrogenase 1 family member B1
36631_at	0.7752	0.60457568	0.542808	-6.28547	0.191952	PRDX3	peroxiredoxin 3
33928_r_at	0.7767	0.60588832	-0.540796	-6.28663	-0.68924	YLPM1	YLP motif containing 1
38300_at	0.7767	0.60591229	0.540759	-6.28666	0.50072	FZD1	frizzled class receptor 1
40783_s_at	0.7767	0.60594713	0.540706	-6.28669	0.188844	PI4KAP1///PI4KAP2///PI4KA	phosphatidylinositol 4-kinase alpha pseudogene 1///phosphatidylinositol 4-kinase alpha pseudogene 2///phosphatidylinositol 4-kinase alpha
37037_at	0.7767	0.60603355	0.540574	-6.28676	0.355473	P4HA1	prolyl 4-hydroxylase subunit alpha 1
34192_at	0.7768	0.60618771	0.540338	-6.2869	0.233049	VPS13B	vacuolar protein sorting 13 homolog B
34458_at	0.7768	0.6061979	-0.540322	-6.28691	-0.495765	S100A7	S100 calcium binding protein A7
32334_f_at	0.7768	0.60627745	-0.5402	-6.28698	-0.183706	UBC	ubiquitin C
39884_g_at	0.7771	0.60659773	0.53971	-6.28726	0.2343	DIMT1	DIM1 dimethyladenosine transferase 1 homolog
32046_at	0.7772	0.60676409	-0.539455	-6.28741	-0.270878	PRKCD	protein kinase C delta
AFFX-HUMGAPDH/M33197_5_at	0.7772	0.60678797	0.539418	-6.28743	0.226679	GAPDH	glyceraldehyde-3-phosphate dehydrogenase
37379_at	0.7773	0.60687726	0.539282	-6.28751	0.207537	SF3A3	splicing factor 3a subunit 3
33123_at	0.7773	0.60694497	-0.539178	-6.28757	-0.332918	THAP11	THAP domain containing 11
33574_at	0.7774	0.60717242	0.53883	-6.28777	0.521335	C6orf10	chromosome 6 open reading frame 10
33749_at	0.7774	0.60719221	0.5388	-6.28779	0.494285	TP53TG1	TP53 target 1 (non-protein coding)
33117_r_at	0.7778	0.60749929	0.53833	-6.28806	0.260615	RPS12	ribosomal protein S12
35881_at	0.7779	0.6076488	-0.538101	-6.28819	-0.31086		
34542_at	0.7782	0.60801868	-0.537535	-6.28852	-0.398913	GAPDHS	glyceraldehyde-3-phosphate dehydrogenase, spermatogenic
37789_at	0.7782	0.608041	-0.537501	-6.28854	-0.454506	TADA2A	transcriptional adaptor 2A
35749_at	0.7782	0.60810231	0.537408	-6.28859	0.220285	TADA3	transcriptional adaptor 3
41659_at	0.7783	0.60821009	0.537243	-6.28869	0.347149	SUPT6H	SPT6 homolog, histone chaperone
39556_at	0.7788	0.60869103	-0.536508	-6.28911	-0.269562	SPTBN1	spectrin beta, non-erythrocytic 1
35442_at	0.7788	0.60876794	-0.53639	-6.28918	-0.199727	TMEM63A	transmembrane protein 63A
38658_at	0.779	0.60898475	-0.536059	-6.28937	-0.360143		
34959_at	0.7791	0.6090852	-0.535905	-6.28946	-0.284927	FCER2	Fc fragment of IgE receptor II
33979_at	0.7791	0.60924323	-0.535664	-6.2896	-0.334053	RNASE3	ribonuclease A family member 3
1942_s_at	0.7791	0.60927435	-0.535617	-6.28962	-0.193293	CDK4	cyclin dependent kinase 4
33069_f_at	0.7791	0.60931128	0.53556	-6.28966	0.262494	UGT2B15	UDP glucuronosyltransferase family 2 member B15
34246_at	0.7791	0.60937483	0.535463	-6.28971	0.212844	PXDC1	PX domain containing 1
340_at	0.7793	0.60953588	0.535217	-6.28985	0.457394	MATN3	matrilin 3
41800_s_at	0.7794	0.60977307	0.534855	-6.29006	0.176639	DNAJC7	DnaJ heat shock protein family (Hsp40) member C7
34512_at	0.7794	0.60985202	-0.534734	-6.29013	-0.189914	ADRA2C	adrenoceptor alpha 2C
1503_at	0.7794	0.60985363	0.534732	-6.29013	0.628755	BRCA2	BRCA2, DNA repair associated
32608_at	0.7794	0.6099024	-0.534658	-6.29017	-0.195546	ZNF787	zinc finger protein 787
32535_at	0.7798	0.6102869	-0.534071	-6.29051	-0.286663	FBN1	fibrillin 1
38909_at	0.7805	0.610847	-0.533216	-6.291	-0.360387	CYP27B1	cytochrome P450 family 27 subfamily B member 1
34181_at	0.7807	0.61116504	0.532731	-6.29128	0.292499	AGA	aspartylglucosaminidase
39921_at	0.7807	0.61117447	0.532717	-6.29128	0.278478	COX5B	cytochrome c oxidase subunit 5B
37957_at	0.7807	0.61123699	0.532621	-6.29134	0.390767	ATG4A	autophagy related 4A cysteine peptidase
37947_at	0.7808	0.61134718	0.532453	-6.29143	0.165631	BRD3	bromodomain containing 3
31507_at	0.7808	0.61148113	0.532249	-6.29155	0.388867	KMT2D	lysine methyltransferase 2D
947_at	0.7808	0.61151123	0.532203	-6.29158	0.282386	MCM7	minichromosome maintenance complex component 7
32609_at	0.7809	0.61165534	0.531984	-6.2917	0.511264	HIST2H2AA4///HIST3H2BB///HIST2H2AA3	histone cluster 2, H2aa4///histone cluster 3, H2bb///histone cluster 2, H2aa3
38179_at	0.7811	0.61181748	0.531737	-6.29184	0.403238	ZNF174	zinc finger protein 174
40239_g_at	0.7811	0.61192734	-0.531569	-6.29194	-0.231898	IQCK	IQ motif containing K
37294_at	0.7813	0.6121445	0.531238	-6.29213	0.27453	BTG1	BTG anti-proliferation factor 1
34864_at	0.7815	0.61234991	-0.530925	-6.29231	-0.186575	CNPPD1	cyclin Pas1/PHO80 domain containing 1
126_s_at	0.7815	0.61238896	0.530866	-6.29234	0.7477	SSX2B///SSX4B///SSX4///SSX2	SSX family member 2B///SSX family member 4B///SSX family member 4///SSX family member 2
32443_at	0.7816	0.61258229	-0.530572	-6.29251	-0.181782	ZNF157	zinc finger protein 157
33196_at	0.7816	0.61264132	-0.530482	-6.29256	-0.411038	NFRKB	nuclear factor related to kappaB binding protein
38154_at	0.7816	0.61267371	-0.530432	-6.29259	-0.331961	KPNA4	karyopherin subunit alpha 4
41779_at	0.7816	0.61271292	-0.530373	-6.29262	-0.20645	RGS16	regulator of G-protein signaling 16
39466_s_at	0.7817	0.61288385	-0.530112	-6.29277	-0.346268	LOC102724262	uncharacterized LOC102724262
703_at	0.7818	0.6129832	0.529961	-6.29286	0.263108		
823_at	0.7818	0.61310646	0.529773	-6.29296	0.247502	CX3CL1	C-X3-C motif chemokine ligand 1
40234_at	0.7818	0.61311611	0.529759	-6.29297	0.273494	DGCR6L///DGCR6	DiGeorge syndrome critical region gene 6-like///DiGeorge syndrome critical region gene 6
38481_at	0.7818	0.61320048	0.52963	-6.29304	0.209527	RPA1	replication protein A1
37899_at	0.7818	0.61330552	-0.529471	-6.29313	-0.489377	TYMS	thymidylate synthetase
38347_at	0.7818	0.61336461	-0.529381	-6.29319	-0.233054	ELP4	elongator acetyltransferase complex subunit 4
33968_at	0.7818	0.61345134	-0.529249	-6.29326	-0.3009	MKRN3	makorin ring finger protein 3
38843_at	0.7818	0.61351108	-0.529158	-6.29331	-0.182953	HMGXB4	HMG-box containing 4
35839_at	0.7818	0.61354736	-0.529103	-6.29334	-0.269487	SQLE	squalene epoxidase
31407_at	0.7818	0.61359401	-0.529032	-6.29338	-0.616641	TMPRSS15	transmembrane protease, serine 15
